<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VOW3-TDG;D;12.12.2018;0:00:00;147.0000000;151.5600000;146.0800000;150.4600000;810489
VOW3-TDG;D;13.12.2018;0:00:00;151.3600000;152.2200000;149.2600000;149.6600000;655397
VOW3-TDG;D;14.12.2018;0:00:00;147.5200000;149.4600000;145.4000000;147.6000000;996868
VOW3-TDG;D;17.12.2018;0:00:00;147.9600000;149.0200000;144.6800000;146.7400000;757136
VOW3-TDG;D;18.12.2018;0:00:00;145.9600000;148.7000000;145.3400000;146.7400000;757016
VOW3-TDG;D;19.12.2018;0:00:00;146.6800000;148.8400000;146.4200000;147.5400000;547750
VOW3-TDG;D;20.12.2018;0:00:00;145.0000000;145.6400000;143.1000000;144.0800000;830407
VOW3-TDG;D;21.12.2018;0:00:00;142.4800000;146.7400000;141.1200000;143.2400000;1709471
VOW3-TDG;D;27.12.2018;0:00:00;143.3800000;143.5000000;136.2800000;137.5000000;1142571
VOW3-TDG;D;28.12.2018;0:00:00;138.4000000;140.0800000;138.0000000;138.9200000;613507
VOW3-TDG;D;02.01.2019;0:00:00;138.8400000;138.8400000;134.6400000;136.1000000;852113
VOW3-TDG;D;03.01.2019;0:00:00;135.0000000;136.6400000;134.0800000;134.9000000;736323
VOW3-TDG;D;04.01.2019;0:00:00;136.0400000;140.3800000;135.8400000;140.3200000;746601
VOW3-TDG;D;07.01.2019;0:00:00;141.9000000;142.4400000;140.2000000;140.6600000;511055
VOW3-TDG;D;08.01.2019;0:00:00;139.0000000;146.0200000;138.3600000;143.6400000;1200112
VOW3-TDG;D;09.01.2019;0:00:00;145.6800000;148.0000000;145.3800000;146.6000000;1025440
VOW3-TDG;D;10.01.2019;0:00:00;144.5400000;146.7400000;143.0000000;144.7400000;677834
VOW3-TDG;D;11.01.2019;0:00:00;145.7400000;146.1800000;140.8400000;142.3600000;1161213
VOW3-TDG;D;14.01.2019;0:00:00;140.5000000;144.8000000;140.0000000;144.0600000;806067
VOW3-TDG;D;15.01.2019;0:00:00;145.4000000;148.5800000;144.1200000;145.2200000;1073140
VOW3-TDG;D;16.01.2019;0:00:00;145.7800000;146.4000000;144.0200000;144.7400000;521743
VOW3-TDG;D;17.01.2019;0:00:00;143.5000000;143.6200000;141.9600000;142.8800000;667428
VOW3-TDG;D;18.01.2019;0:00:00;144.2000000;146.6600000;144.1000000;145.7600000;1320606
VOW3-TDG;D;21.01.2019;0:00:00;146.0200000;146.3200000;144.4000000;144.9000000;394159
VOW3-TDG;D;22.01.2019;0:00:00;143.8400000;144.6200000;142.7600000;143.4400000;426334
VOW3-TDG;D;23.01.2019;0:00:00;142.5000000;143.4600000;141.4400000;141.9800000;563088
VOW3-TDG;D;24.01.2019;0:00:00;141.4000000;145.6600000;141.3000000;145.4600000;876769
VOW3-TDG;D;25.01.2019;0:00:00;147.3000000;152.3600000;147.0800000;152.0400000;1568305
VOW3-TDG;D;28.01.2019;0:00:00;150.9000000;151.1800000;149.3200000;149.7200000;613335
VOW3-TDG;D;29.01.2019;0:00:00;148.9200000;149.5600000;146.4600000;147.4200000;825696
VOW3-TDG;D;30.01.2019;0:00:00;147.8000000;148.4800000;146.1400000;146.9000000;501970
VOW3-TDG;D;31.01.2019;0:00:00;148.9600000;150.6200000;145.6600000;148.0200000;868095
VOW3-TDG;D;01.02.2019;0:00:00;148.5600000;150.4200000;147.6200000;149.5600000;982651
VOW3-TDG;D;04.02.2019;0:00:00;148.4000000;149.5400000;146.2600000;147.1600000;531931
VOW3-TDG;D;05.02.2019;0:00:00;147.7000000;149.1000000;147.0000000;148.9200000;574507
VOW3-TDG;D;06.02.2019;0:00:00;148.2800000;149.6000000;147.5600000;149.5200000;621137
VOW3-TDG;D;07.02.2019;0:00:00;147.9000000;148.3800000;142.6200000;142.7400000;1217195
VOW3-TDG;D;08.02.2019;0:00:00;141.2000000;142.8200000;139.1800000;139.8600000;1327700
VOW3-TDG;D;11.02.2019;0:00:00;141.2400000;141.7800000;139.8200000;140.8800000;914887
VOW3-TDG;D;12.02.2019;0:00:00;142.7000000;144.4400000;142.5000000;144.2200000;658823
VOW3-TDG;D;13.02.2019;0:00:00;145.0000000;146.3400000;143.7200000;144.0200000;577831
VOW3-TDG;D;14.02.2019;0:00:00;144.6000000;145.0400000;141.7600000;141.8800000;687031
VOW3-TDG;D;15.02.2019;0:00:00;140.6000000;145.2800000;139.2600000;144.6800000;998397
VOW3-TDG;D;18.02.2019;0:00:00;143.0800000;144.4600000;141.7400000;142.3200000;528816
VOW3-TDG;D;19.02.2019;0:00:00;141.8000000;142.9600000;140.8200000;142.7800000;596199
VOW3-TDG;D;20.02.2019;0:00:00;142.3200000;148.1600000;142.3000000;146.8400000;1123603
VOW3-TDG;D;21.02.2019;0:00:00;147.3800000;147.9200000;145.6000000;146.3200000;555840
VOW3-TDG;D;22.02.2019;0:00:00;145.9200000;149.4400000;145.2800000;147.1000000;1044578
VOW3-TDG;D;25.02.2019;0:00:00;147.9600000;152.0800000;147.4800000;151.5400000;1242424
VOW3-TDG;D;26.02.2019;0:00:00;150.2000000;151.3400000;148.1400000;151.0400000;766588
VOW3-TDG;D;27.02.2019;0:00:00;149.9000000;151.9600000;149.6200000;151.8600000;551943
VOW3-TDG;D;28.02.2019;0:00:00;150.5200000;151.1600000;149.5800000;150.9800000;516780
VOW3-TDG;D;01.03.2019;0:00:00;152.0000000;154.9400000;151.8200000;154.3000000;1066770
VOW3-TDG;D;04.03.2019;0:00:00;154.5600000;155.4200000;154.2200000;154.4800000;591795
VOW3-TDG;D;05.03.2019;0:00:00;153.4800000;154.4200000;152.9000000;154.2400000;572241
VOW3-TDG;D;06.03.2019;0:00:00;153.4000000;153.6000000;150.9800000;152.2600000;799408
VOW3-TDG;D;07.03.2019;0:00:00;151.0800000;151.0800000;148.1600000;150.1200000;809222
VOW3-TDG;D;08.03.2019;0:00:00;147.5000000;148.0000000;145.3600000;147.2200000;974389
VOW3-TDG;D;11.03.2019;0:00:00;147.3400000;147.7400000;145.8200000;146.4000000;616205
VOW3-TDG;D;12.03.2019;0:00:00;147.0000000;147.6200000;143.0800000;143.9000000;1165641
VOW3-TDG;D;13.03.2019;0:00:00;144.5000000;146.5000000;143.8000000;145.3000000;905387
VOW3-TDG;D;14.03.2019;0:00:00;145.4200000;146.3800000;143.8200000;144.0000000;745409
VOW3-TDG;D;15.03.2019;0:00:00;143.5000000;145.7200000;142.5200000;143.7200000;1419755
VOW3-TDG;D;18.03.2019;0:00:00;144.0000000;145.9200000;143.6800000;145.6400000;671462
VOW3-TDG;D;19.03.2019;0:00:00;146.0200000;149.3200000;144.0000000;148.0000000;1060701
VOW3-TDG;D;20.03.2019;0:00:00;147.9800000;148.1600000;143.4600000;144.1800000;1430260
VOW3-TDG;D;21.03.2019;0:00:00;143.4400000;144.9800000;142.5400000;143.0800000;653212
VOW3-TDG;D;22.03.2019;0:00:00;143.9000000;144.1600000;139.1800000;139.3400000;1523107
VOW3-TDG;D;25.03.2019;0:00:00;138.5800000;140.6000000;138.2800000;139.8000000;622967
VOW3-TDG;D;26.03.2019;0:00:00;140.0000000;140.0800000;138.2200000;138.5600000;554959
VOW3-TDG;D;27.03.2019;0:00:00;139.4600000;140.7000000;138.0400000;138.8000000;768759
VOW3-TDG;D;28.03.2019;0:00:00;139.0000000;140.1400000;137.9400000;138.2400000;468260
VOW3-TDG;D;29.03.2019;0:00:00;139.6000000;141.1000000;139.6000000;140.3000000;589175
VOW3-TDG;D;01.04.2019;0:00:00;142.3200000;145.2200000;142.3200000;144.9400000;1072049
VOW3-TDG;D;02.04.2019;0:00:00;143.3800000;146.6200000;143.3800000;146.1400000;775111
VOW3-TDG;D;03.04.2019;0:00:00;147.5000000;149.7000000;147.1000000;148.9000000;993187
VOW3-TDG;D;04.04.2019;0:00:00;147.8000000;151.1000000;147.6800000;149.9400000;817126
VOW3-TDG;D;05.04.2019;0:00:00;149.8000000;150.6000000;148.0600000;148.5400000;606186
VOW3-TDG;D;08.04.2019;0:00:00;147.2400000;149.7000000;146.6800000;149.0800000;465107
VOW3-TDG;D;09.04.2019;0:00:00;148.5000000;151.4200000;147.2000000;148.1600000;724424
VOW3-TDG;D;10.04.2019;0:00:00;147.8200000;148.7600000;146.9400000;147.4400000;405096
VOW3-TDG;D;11.04.2019;0:00:00;148.5000000;151.4200000;147.5200000;151.3400000;661035
VOW3-TDG;D;12.04.2019;0:00:00;150.9400000;154.5800000;149.7400000;153.4200000;1384657
VOW3-TDG;D;15.04.2019;0:00:00;153.7000000;154.9000000;152.8600000;154.7800000;716917
VOW3-TDG;D;16.04.2019;0:00:00;154.7400000;157.3200000;154.3200000;157.0800000;743548
VOW3-TDG;D;17.04.2019;0:00:00;157.6200000;162.1000000;157.4400000;161.2600000;1400298
VOW3-TDG;D;18.04.2019;0:00:00;159.6200000;163.8200000;159.2200000;163.2800000;1408785
VOW3-TDG;D;23.04.2019;0:00:00;163.1000000;163.9800000;159.8600000;160.4200000;583237
VOW3-TDG;D;24.04.2019;0:00:00;158.0000000;159.3000000;155.8000000;157.1400000;717777
VOW3-TDG;D;25.04.2019;0:00:00;156.4800000;157.0200000;154.6000000;155.1000000;648184
VOW3-TDG;D;26.04.2019;0:00:00;155.2200000;156.1800000;154.4000000;155.5600000;558004
VOW3-TDG;D;29.04.2019;0:00:00;156.6200000;157.5600000;155.1000000;155.8600000;469819
VOW3-TDG;D;30.04.2019;0:00:00;155.0000000;155.9000000;153.8000000;154.7600000;502400
VOW3-TDG;D;02.05.2019;0:00:00;159.0000000;163.1000000;158.4000000;160.9600000;1451583
VOW3-TDG;D;03.05.2019;0:00:00;161.0000000;162.5000000;159.8600000;160.0000000;588411
VOW3-TDG;D;06.05.2019;0:00:00;155.3800000;157.9400000;152.8200000;157.9400000;1136548
VOW3-TDG;D;07.05.2019;0:00:00;157.0000000;157.7400000;153.0400000;153.8000000;924553
VOW3-TDG;D;08.05.2019;0:00:00;154.0000000;154.9600000;151.9000000;154.5000000;1010251
VOW3-TDG;D;09.05.2019;0:00:00;152.0200000;152.9800000;150.1800000;150.9600000;983061
VOW3-TDG;D;10.05.2019;0:00:00;153.0000000;153.7200000;148.8600000;150.4800000;1030752
VOW3-TDG;D;13.05.2019;0:00:00;150.5000000;150.5000000;146.2400000;147.8800000;1289690
VOW3-TDG;D;14.05.2019;0:00:00;151.1200000;151.8600000;148.3000000;149.1200000;1071192
VOW3-TDG;D;15.05.2019;0:00:00;146.2600000;152.4000000;143.0600000;149.8200000;1564333
VOW3-TDG;D;16.05.2019;0:00:00;149.1400000;149.3600000;146.5200000;148.1600000;1176755
VOW3-TDG;D;17.05.2019;0:00:00;147.5200000;147.9200000;145.3200000;147.3600000;1065936
VOW3-TDG;D;20.05.2019;0:00:00;146.2600000;147.3400000;143.7000000;144.5200000;750944
